"FS PEAK";"FS INT";"SS PEAK";"SS INT";"CD11b FITC";"LIN PE";"FL3 INT";"CD33 PCP55";"CD14 PC7";"CD34 APC";"CD15 EF450";"HLA DR V510";"TIME"
77712;462936;19008;115217;29834,22;1302,303;-2562,292;8731,284;17376,04;-985,4291;4266,996;737,0181;2199
77072;487400;85216;533147;51799,35;134,2289;-2732,63;17543,02;30204,67;-2059,128;751,33;764,2927;2203
56832;352221;12385;67475;3042,022;917,9063;2808;2093,583;-281,5923;710,4611;75,05705;685,0535;2210
117392;697633;91568;490126;28391,97;688,1306;-1627,619;8718,626;-162,9094;1494,502;30619,85;2455,113;2218
75680;436488;23856;141529;42304,12;1586,574;-2487,275;10405,65;35018,5;-1458,759;121,5717;2398,374;2225
73344;422499;21328;132265;21427,19;769,0449;958,7479;10053,88;30072,15;-841,5272;319,2178;545,4912;2231
97472;584421;30288;186712;85523,53;25,70566;-3371,427;30721,06;60535,12;-3219,082;483,4193;577,5641;2236
70368;420753;31376;187509;45241,49;1426,418;-3334,7;14074,54;27305,8;-1725,183;2791,663;183,1999;2239
87296;504393;24112;151080;52156,04;788,0195;-427,6746;17516,73;63836,68;-2817,515;247,4088;2238,227;2250
113472;848605;75136;485260;43886,63;-9361,244;35597,91;20660,52;24465,46;-1753,76;119,2619;2377,824;2256
51488;332367;19488;134612;8669,887;912,2715;4949,355;2171,168;416,4266;570,5706;842,3958;1684,701;2257
118672;680578;19248;112019;4765,396;158,1329;1533,36;10869,17;-1097,217;-235,661;350,6519;4975,638;2259
94960;572195;29408;173049;44812,49;4977,919;1183,487;13671,22;52144,79;-2610,719;260,7705;1606,786;2260
59120;555039;14608;113907;43670,75;824,0962;-3507,725;9774,905;17047,62;-931,6102;1004,635;464,795;2263
106896;618735;24624;152093;68147,72;2587,64;-3284,193;28742,59;63270,43;-3219,258;1787,969;767,1338;2275
68160;412361;25472;159849;25056,38;1296,494;1035,246;13256,14;9368,404;-496,3941;260,9654;1910,455;2333
75888;521468;22432;150338;58735,14;2182,311;-1141,711;14628,51;27709,99;-1507,062;512,6293;593,0936;2334
34336;232066;10283;66581;5981,402;-118,429;1780,546;4832,461;-122,9589;211,4202;585,8892;271,6813;2338
75600;467684;21856;130658;27340,13;1866,838;-2313,701;15392,83;5541,799;-382,6378;241,279;2059,618;2348
82976;508940;26176;137429;15872,39;1336,511;-266,0522;3964,109;13872,04;-478,4938;126,0523;2424,007;2351
61552;371813;31632;177225;13563,09;-668,5826;3767,9;12300,88;13473,24;-787,1672;536,3729;203,6048;2365
82272;480166;14304;86451;25171,11;1575,662;-1678,614;9636,56;26397,68;-1037,061;527,8419;2834,438;2374
78992;465630;21536;125039;36959,2;946,7988;-1455,972;8935,746;30636,19;-799,1241;523,3436;625,3969;2374
59984;387628;19744;108531;2324,519;655,2564;2524,392;1150,404;166,7769;434,1109;473,7586;510,5352;2420
72160;633351;17152;189019;3433,469;308,2135;1760,393;2211,438;383,696;493,7549;207,5707;289,1019;2452
61856;425878;81552;498167;5460,101;1194,619;-849,4299;5763,161;-437,898;-82,71902;47522,81;1554,305;2459
64800;751333;29120;243536;13025,46;358,675;1316,917;7936,734;13595,52;-802,0558;200,4182;1115,455;2462
77344;453096;16272;101471;4582,567;560,6548;1682,167;3445,542;379,7139;13,51523;167,5134;2703,154;2464
55632;358663;23056;141488;51032,45;1921,861;-1108,784;16023,5;68961,99;-1577,782;391,6891;2080,481;2466
99280;570667;26976;168077;63981,68;2751,51;-6724,216;14377,61;33549,39;-1788,112;685,2255;492,7516;2474
75888;476690;18800;118711;45385,36;2618,765;-1401,747;10552,92;30521,34;-1416,306;2036,143;801,5076;2534
66640;401987;16720;103880;31161,63;147,3629;-1891,34;9923,206;5093,624;2074,91;434,4336;648,9791;2543
77504;464530;24000;151260;33433,06;-381,7508;2598,388;9224,248;37483,79;-1708,198;466,5895;682,1898;2558
85440;496659;46096;238719;2465,242;817,5491;-50,14627;1344,847;114,1745;1548,441;17444,33;-71,38528;2563
70304;399003;23072;135876;12649,84;64,2869;1134,264;7067,419;15715,68;-330,2223;461,0583;1185,068;2574
112992;764153;52976;306832;2213,317;1011,895;1197,036;3465,948;-328,3352;121,242;8164,884;648,712;2583
86928;506071;21888;133172;49063,34;50,82162;-1506,432;25386,92;37535,6;-2079,103;314,0786;1475,066;2584
74528;411897;20544;117535;22122,31;1277,573;153,3036;9724,602;24447,35;-974,92;86,46172;1058,769;2596
49648;286437;22480;144310;34598,74;887,6667;-844,8789;9186,486;40770,41;-1966,069;164,9799;2156,45;2598
94720;811252;41840;269159;42072,75;2197,46;-1993,27;23737,59;42847;-1777,856;353,8651;416,4326;2607
48240;276734;16912;96002;17461,78;9,315582;162,1599;8699,369;-936,9827;-67,29205;855,6323;378,1318;2623
80352;663886;30672;261850;28274,19;1158,675;-693,7694;13662,82;30510,21;-1222,13;588,5821;489,7;2627
52960;290533;56016;289906;3489,493;576,298;1305,117;2301,353;225,3493;275,0875;1624,38;917,4543;2653
75424;449404;22272;133278;13009,15;1969,126;637,0828;12686,17;43101,21;-1679,697;361,6994;1271,35;2660
99232;572135;14000;80414;3447,321;491,555;2348,245;10938,94;1161,773;-177,5592;267,4273;1908;2668
81696;487927;20960;125654;44937,27;1880,376;19,7735;27897,84;76716,29;-3598,57;152,2861;1663,641;2672
57824;409796;20832;130937;26755,46;1857,214;-1069,822;11079,43;6375,611;-164,7122;3043,859;2930,641;2686
56576;362353;17952;111596;18457,14;778,3357;-756,3821;8174,608;9894,11;-172,2122;1003,098;461,8198;2703
98016;593206;28288;170652;77825,19;1813,23;-6813,259;17097,43;44535,84;-1492,82;2696,814;439,1471;2706
99424;545848;22208;125114;50329,57;1299,324;-4102,731;5709,141;31160,5;-1341,921;137,3623;889,4065;2708
88288;612079;24080;176188;58815,64;-367,1613;4486,71;27517,93;58955,64;-2004,476;826,6161;10975,48;2745
106368;619506;18880;108366;17158,17;697,1334;-832,8287;4195,644;13767,24;-661,5573;126,1303;1587,726;2796
108224;695059;68768;404752;31092,45;1453,769;-3409,532;9594,465;433,8008;5581,307;23017,72;27,58542;2799
59904;350981;30704;188511;25705,06;1196,538;1349,487;16357,19;45133,6;7,885498;332,0132;2344,945;2816
123584;693598;29024;156540;22605,41;527,2762;-179,0146;8001,843;20708,02;-809,8584;186,7751;1553,25;2835
78064;508700;25104;154847;18118,99;1075,602;1026,303;19188,22;18107,55;-907,512;100,2208;4343,199;2843
80576;476781;18704;112078;44001,36;1939,187;-2153,779;13737,65;43157,32;-2013,347;394,8101;1817,824;2859
91760;549581;31216;178959;50372,45;2306,787;-3478,229;16253,21;39205,57;-1873,368;2173,964;460,1142;2860
76464;502552;24976;178754;63323,74;648,2202;-1414,742;21709,64;46865,46;-1772,602;630,2717;1671,961;2889
32144;309461;26368;222696;13608,74;-228,5979;6841,273;9574,663;7257,977;3950,338;8853,567;396,1217;2897
67920;420764;20688;131050;89072,55;8715,792;-6202,558;24944,01;60494,82;-2665,193;217,7483;1613,25;2901
66848;622092;76048;392526;60615,47;2460,243;-3738,313;20932,57;50977,27;-1983,759;948,3821;1573,671;2918
91696;530005;22848;136746;26059,27;1377,68;399,083;22537,22;31862,07;-1495,628;268,7918;4580,454;2931
88352;564224;24320;156575;47636;1220,965;-1631,742;14287,74;45918,23;-2263,787;392,355;468,7287;2938
126128;826844;76192;456741;30470,7;2188,725;-4983,956;21814,95;-1957,813;2246,723;59415,86;135,8069;2954
99008;570881;25024;146374;51070,43;1176,775;-3875,078;15757,76;27695,88;-288,7576;231,7878;1264,783;2960
63936;389824;31040;187015;116803,7;3647,183;-9972,757;28120,38;86813,98;-4277,852;3063,566;1025,397;2988
67568;405392;24640;155628;35850,55;2268,157;-656,0802;12953,51;51120,86;-1926,963;95,97537;2547,354;2992
78976;450588;25728;155632;54458,24;595,91;-759,0681;14131,13;53968,93;-2254,383;226,0786;557,4375;2995
104944;641242;27552;165246;1990,381;690,0016;1021,539;7373,904;-583,4189;84,31476;3954,857;2526,427;3012
84400;500633;9852;60654;5799,175;22,96292;408,0129;8201,222;-643,8916;536,978;169,3345;3128,177;3046
108736;778948;33584;221481;32088,77;8317,07;399,8215;12052,94;46716,41;-1831,177;178,5997;1439,47;3048
92096;653308;27376;181748;42282,21;6570,577;-611,5291;20091,06;37429,8;-1798,8;468,7817;3190,477;3050
82016;488939;15632;99508;25398,17;-328,1638;3755,983;7168,62;5189,543;-425,3619;380,7277;8443,308;3066
87136;490361;13062;76445;7432,929;2125,387;4238,491;2558,662;87,95328;879,6267;116,9653;1066,998;3069
100432;562325;20960;122473;41245,45;486,6987;-8,31543;9198,048;43649,18;-1429,641;285,2943;1058,439;3096
80112;437668;99632;250199;25081,82;164,0718;-1817,325;19115,56;-2207,745;-432,8612;26690,19;471,5508;3101
96416;578576;27600;166983;62108,32;143,1599;394,5898;9568,934;61180,23;-2683,219;430,3797;1350,588;3130
118384;692798;30640;185179;64560,61;1383,049;-4837,285;21313,82;49353,64;-2851,334;2753,11;1111,128;3151
92320;584168;19936;129206;29192,11;109,1625;2917,661;16853,37;34532,84;-1642,752;708,3995;1164,315;3173
114848;742852;20784;143141;35420,84;-1675,711;5806,502;13922,55;22466,68;-887,7325;-75,2558;6488,56;3175
57792;387024;55552;349340;35593,28;337,8298;-3915,851;15264,15;-1181,819;777,1231;34728;992,3406;3194
65616;418321;10783;56647;3826,128;1432,72;3272,967;1641,068;-37,4917;354,9741;203,1339;287,7364;3214
83872;547759;57648;328731;32592,41;820,9412;-3037,739;15157,96;-1615,332;342,1281;18742,92;872,2705;3220
59888;469584;66528;383466;14308,42;-392,0434;-619,4861;25320,74;-2626,716;-956,4098;707,7445;5979,839;3243
83040;490782;25248;148112;25236,72;4476,855;3305,44;14248,58;46909,68;-1981,277;1945,361;4391,836;3253
74336;437981;23440;147122;61480,01;1546,68;-2389,171;10599,28;57793,15;-2001,112;185,3176;989,5225;3256
90864;530572;22432;137127;21265,28;529,0839;-153,9295;6126,325;12938,54;679,902;127,1425;1509,039;3263
100368;592672;38704;227398;65751,58;698,0261;-6585,597;15208,44;38608,7;-2180,06;2129,16;656,269;3265
99104;629711;92704;590873;8296,419;1035,087;-693,762;932,7537;262,2432;5803,323;43475,55;1069,346;3268
66704;401988;21376;129955;42832;1696,574;-2784,405;8365,095;46690,05;-1569,952;439,5751;449,576;3272
113488;684025;50208;275474;8418,201;395,4763;-309,2129;14083,42;-1693,704;-55,7778;16233,48;-93,85342;3293
80656;476746;13108;80655;1254,951;31,0632;1616,399;7164,394;-703,9973;1992,029;-101,1225;6008,149;3293
57440;339428;17008;96873;4676,816;346,1423;2915,724;6154,452;-380,652;373,7119;323,7861;2255,92;3299
86832;503496;21312;121647;51737,29;1405,618;-4454,079;11897,42;39216,35;-2002,462;343,0715;2853,205;3304
92272;586493;28688;200627;42943,9;1383,636;-3704,75;19402;27958,33;-1157,293;379,8375;1031,012;3313
86784;527863;19536;118075;61314,78;404,0015;285,3174;22291,96;60920,08;-2733,898;699,0635;471,515;3319
52432;330475;23680;168016;36293,59;-303,519;2729,068;12414,35;43641,4;-1647,864;237,2894;472,022;3321
43216;257956;17104;105227;22016,27;682,6915;1952,136;9884,261;28285,84;39,18011;393,6761;1212,107;3322
83248;492027;27456;173305;32016,88;941,7189;400,3657;20112,25;14791,8;-945,4407;429,3327;5316,313;3329
82352;459549;19648;111992;3010,961;84,01962;1606,54;5536,942;-451,135;656,7113;274,5698;912,5228;3353
64608;553050;36720;288121;48564,48;1923,96;-1910,011;17582;43005,44;-2558,748;133,7909;1694,469;3354
92016;651407;21472;166145;47145,98;1004,119;974,2776;17393,17;64734,25;-2455,298;668,6805;1544,292;3366
69488;390685;23840;136334;36978,9;3348,583;-3184,395;13288,8;28415,92;-1351,345;9,285278;1166,537;3384
86368;530078;24016;144525;5833,563;586,9049;2036,276;1917,093;5140,24;-126,932;96,41461;4523,714;3384
84464;809573;55776;421481;30899,1;2643,971;-1559,697;9074,979;38178,01;402,0451;394,9792;229,4603;3395
96960;633188;37392;238711;25722,49;-1583,414;16135,19;20833,14;57782,52;-1454,688;411,9131;2531,975;3397
101328;588822;39120;214604;15132,29;984,1178;-1977,755;19480,67;-1524,11;389,0863;23240,64;335,6025;3406
96896;526107;18496;97130;3604,831;275,6331;1026,006;2037,04;992,1812;48,30933;335,8723;1405,351;3425
80320;702678;47488;489288;21307,52;-583,8623;6157,295;19082,86;34945,58;-1669,929;732,5165;3995,76;3427
105584;590744;20240;124842;24996,34;1048,681;-679,4556;8993,986;26879,7;-692,813;373,4842;2025,55;3433
67440;429842;20384;124493;41365,12;501,7593;-2328,599;12189,99;28018,16;-1441,809;615,7438;877,4922;3438
66080;498595;21616;155467;35926,95;-1131,455;5166,99;13068,5;45600,3;-1598,626;558,0092;552,0353;3441
78880;467540;24000;137740;56233;946,1969;-1005,891;15605,09;52435,02;-1928,788;335,258;3397,385;3443
89968;834340;68096;437702;84317,22;3606,389;-5344,422;12531,3;78168,09;-3306,074;318,705;1049,5;3453
90176;620785;26032;178210;83314,79;-266,1412;1008,07;23446,52;52264,6;-2640,033;123,2464;5399,136;3476
103424;575756;23488;144157;21841,77;130,5208;391,631;7918,109;7882,297;-398,8942;260,1542;2038,313;3479
45648;284958;17568;111770;22828,21;-440,0096;3958,716;8419,717;20330,8;-1096,369;-90,23285;2585,799;3507
89984;565575;18128;119799;33724,93;7754,616;4156,577;17142,41;23521,37;1707,137;-41,54291;8385,026;3531
94800;541659;15088;91450;50941,73;1666,587;-5224,324;12465,6;24245,55;1059,065;874,9274;1537,002;3531
79120;449969;25344;147232;36648,04;863,2706;-2662,341;15352,3;33771,89;-877,9175;1965,341;566,4214;3532
112000;670000;50096;293896;15475,61;1547,945;-1851,837;9895,707;-997,0099;7504,536;63123,27;-636,9963;3537
80688;467584;24432;161028;20717,79;1124,187;852,1526;14141,98;45228,68;-1711,237;217,2135;938,2583;3540
109616;691485;24848;153205;34062,64;557,6655;3581,611;6121,063;64561,44;-2350,545;230,7131;3882,179;3543
80992;513384;23088;160224;12677,65;653,4128;4087,222;9917,702;27003,46;63,53979;622,2516;1161,212;3588
73072;449186;23744;151815;74026,6;1151,805;-5835,694;15277,19;49530,07;-2485,945;538,8735;1025,169;3620
54528;324357;18080;113393;74107,57;788,5193;-8324,187;26441,9;24431,32;-2194,79;192,9613;323,3498;3621
40544;259990;33008;220264;48021;2076,903;-5932,954;10142,32;20604,5;-658,9381;854,4332;913,3019;3623
105696;582887;16384;91823;8464,296;437,4563;2083,877;5734,572;8811,993;-401,9326;216,1779;4788,761;3626
119472;711341;28208;165132;43569,77;-1875,211;13306,4;11150,97;58997,89;-2424,843;163,2115;1094,343;3654
69376;539349;24880;132138;41795,99;-723,5751;2773,249;15802,32;38450,16;-2206,231;291,2525;935,7538;3658
102112;623741;24144;156945;105065,1;693,7885;-7001,063;19084,22;45010,21;-2403,32;362,4443;1101,602;3668
89152;541521;29872;183962;32446,79;-1507,624;7741,859;10730,28;33661,64;-1010,884;319,019;1003,274;3674
100912;683325;66224;422703;1834,96;560,6609;1783,426;6995,62;-721,1013;-99,66113;16995,51;1136,83;3678
54960;371282;35488;244618;29501,09;494,8491;3279,308;11830,03;42323,99;-1523,723;592,8491;508,1542;3694
125808;783251;26896;154214;7225,752;444,5083;149,5262;8105,641;-34,01923;-163,3185;1675,457;1380,749;3701
86624;487803;15024;81581;4762,167;397,7433;1238,513;1190,404;12403,24;-256,339;106,5574;1212,119;3705
85904;487996;23888;127441;5307,709;579,8416;513,6592;2663,017;443,3215;53,18143;177,1576;1225,193;3708
111376;680787;25584;157457;44006;3240,075;12059,16;11477,17;33251,34;906,3191;412,3872;12051,75;3734
66096;401679;33472;208801;12711,57;975,9047;105,1706;11500;2133,431;126,0137;3184,943;220,6254;3737
60192;349039;19744;112030;16522,01;1155,345;393,9436;7115,767;1968,563;-171,8316;276,136;3441,505;3742
97184;612656;95872;504912;1478,779;940,1002;-344,9349;1758,406;-239,7852;3077,957;29504,71;-533,124;3774
85904;503415;21712;133901;46624,93;4088,974;-3407,021;11886,8;46980,1;-1854,182;371,8339;1521,222;3784
117680;676791;29296;173837;83021,37;1416,57;-8336,438;14428,62;26751,79;-1646,776;318,4094;777,4988;3788
114784;603065;25056;146685;35212,75;794,8036;-989,5814;9248,748;20445,92;-974,4601;249,2003;1263,22;3802
73344;454497;30624;202081;39456,91;889,3069;-1629,212;14328,52;34560,51;-692,3345;306,0411;725,1868;3810
103808;625587;37520;208274;46534,46;2993,822;-2775,216;11388,74;32583,52;-963,0594;348,5905;748,5293;3811
97904;509557;38720;212718;54785,96;1685,211;3939,892;38159,02;72717,89;-340,5694;-51,74698;20375,48;3811
80976;506054;22592;149530;22486,23;992,7941;3557,187;8938,147;23176,88;-858,6947;-11,8396;7333,498;3814
124368;834639;89488;550510;1670,866;1228,755;637,7317;2664,488;-112,9233;168,4636;24093,05;683,5544;3819
91088;544295;23728;144220;57385,44;-310,5202;2048,641;14482,55;69237,31;-3193,339;1328,353;2744,529;3823
60864;356024;11998;70037;3010,438;581,8329;1462,591;1371,951;-8,709351;274,0437;286,6074;907,9071;3834
67056;382240;29776;167145;20596,51;1058,794;-723,5099;10702,26;24970,47;-707,4692;477,5684;629,6365;3850
69456;406623;14336;85552;12975,46;383,8496;-392,4793;8790,48;2965,179;1454,557;827,9222;453,209;3882
86592;519414;23424;140552;21806,52;890,7323;-845,9849;13729,32;3493,891;-233,6405;1776,634;1431,664;3892
104336;591823;22336;133231;54167,23;1679,298;-4640,955;13695,78;34557,92;-373,8392;940,0979;1465,051;3903
73280;506894;19216;125313;21764,47;21,55301;-283,3022;20786,71;-72,59;-43,79547;534,3047;3882,587;3906
69088;442554;35568;210512;49901,1;1836,906;-2696,955;20602,39;41234,92;-998,4294;403,5457;954,2355;3908
76160;644756;12842;104392;8653,712;77,33653;274,5378;3332,958;-176,8869;172,5319;205,1556;317,7145;3911
104736;607071;27152;156303;46256,47;2597,735;-2592,22;16349,16;34117,13;-1420,224;4989,525;849,8013;3922
74992;425828;20704;127851;35663,69;1150,461;-2625,264;8927,477;22795,66;-555,656;202,4124;584,7404;3935
78288;465447;27520;170807;32269,51;1517,325;730,361;13262,42;48640,34;-2171,995;346,9244;898,618;3956
36112;290294;20864;169131;68134,84;452,9371;1785,474;22017,82;43162,86;-1625,381;510,9672;979,7208;3969
51344;407100;24448;212833;86948,35;-2284,7;2849,242;30793,19;23991,39;-1272,536;52,86856;5088,087;3974
96896;595559;55232;317051;27572,1;78,55652;-2200,491;13039,57;-1085,432;1079,797;17003,62;446,9951;3983
118304;733455;30272;171968;3563,681;669,5118;3285,855;983,6337;79,89369;547,9017;119,4631;552,6738;3984
99296;581451;32544;190108;13035,99;1042,985;-1531,728;4430,571;-210,6449;79,36568;12638,28;874,5178;4008
82672;519062;26944;179838;81091,23;-115,0417;4094,477;20279,41;92367,31;-2577,752;1563,752;4249,054;4037
96448;535946;22432;122020;25526,7;162,7702;-279,7795;8007,766;29006,43;-1076,473;366,9004;635,7137;4087
44144;230063;8251;50606;2595,668;513,2986;879,4401;1074,364;252,3591;542,8891;334,16;448,1609;4096
95776;556586;26272;163619;72845,8;1284,715;-6273,009;22105,83;34218,34;-473,1744;1481,209;842,2507;4122
98656;630568;26640;171433;40407,93;470,7418;3592,643;14656,22;46019,02;-1838,331;270,4604;562,9005;4122
91568;579917;43808;264691;17235,57;841,0121;-628,1003;24127,52;-1773,168;-386,0846;37954,74;-345,6126;4126
114448;718380;60240;489761;51107,73;-609,2933;5753,624;21630,73;35677,22;-2119,025;451,0845;2165,955;4142
76576;436621;22768;133820;13360,41;252,4704;716,3251;13010,49;6030,313;-326,5898;342,1385;1662,041;4161
125904;750620;63104;368939;19333,27;952,7634;-2397,251;17650,1;-2267,063;1612,002;43625,84;-216,8264;4168
80256;460462;23232;142083;60200,01;3392,6;-5764,352;17215,98;39846,43;-1422,84;222,1802;807,6388;4174
95760;590447;63120;349745;9816,871;1367,96;-1919,136;5414,574;-12,50827;4844,46;66965,49;-71,67654;4179
76496;452039;18320;109775;50236,41;1499,643;-3550,158;13106,85;44929,54;-2015,376;803,6918;1561,536;4184
67296;411691;38912;214334;9146,745;2185,184;5029,935;6957,348;1435,419;724,7355;417,6841;2604,823;4188
92592;541313;20992;129129;47963,64;1674,583;-2477,895;13855,48;36810,81;-1740,922;188,2719;422,4844;4192
93040;528948;13952;75864;8545,623;463,6115;886,9399;3164,888;2129,604;21,22766;318,5099;2724,823;4197
102096;590291;26192;145794;4734,952;872,3864;121,8387;3824,494;373,9701;202,4245;1378,642;682,7377;4217
97248;883662;29760;253906;75302,71;2900,882;-7283,441;21750,54;23505,33;-1252,008;980,3708;1309,086;4220
103840;611243;81664;482433;13297,5;717,6232;-833,5522;1099,224;146,3135;1479,61;16153,88;1721,081;4223
68608;409270;12733;79416;1852,173;786,4441;1986,387;1076,757;147,9642;400,9584;356,8918;365,2041;4236
92736;547881;21488;127532;33055,86;1781,069;-945,4513;16959,26;55832,22;-2092,071;173,074;731,8738;4243
97488;596807;36944;213177;4766,062;533,027;75,04793;793,6345;90,59294;328,1441;188,1852;353,3197;4250
80912;482823;19776;119729;27885,73;561,1138;1322,75;11976,11;50291,7;-2074,967;212,5026;4098,334;4255
48624;354116;19360;135204;48715,47;487,9291;-3744,014;11609,49;17064,49;-775,1722;479,829;760,8423;4277
95712;537990;20192;114369;23200,15;1248,25;623,2018;12922,34;26758,76;-1268,351;-1,691803;9143,79;4290
101504;611116;19968;130555;11163,97;0,1470642;5419,938;6778,999;1681,777;347,8926;133,3264;8596,277;4292
61648;369616;16064;100673;12215,13;731,475;-462,4854;6020,148;5214,258;-2,21286;308,2268;1457,5;4323
